id,新規,,スキル名,テキスト,SP,種類,,キャラ,下位スキル,確定発動,CT,査定,前提条件,CM順位,LoH順位,条件,CM順位,LoH順位,効果1,効果量1,効果2,効果量2,効果3,効果量3,効果時間,前提条件,CM順位,LoH順位,条件,CM順位,LoH順位,効果1,効果量1,効果2,効果量1,効果3,効果量1,効果時間,
202351,,#REF!,砂上の舞姫,レース序盤に先頭にいるときすぐ後ろにいるウマ娘の速度が下がる＜ダート＞,120,金,,,土煙,,500,461,,,,ground_type==2&accumulatetime>=10&phase==0&order<=1&bashin_diff_behind<=1,1位以上,1位以上,現在速度,0.25,,,,,3,,,,,,,,,,,,,,202351|砂上の舞姫
202352,,#REF!,土煙,レース序盤に先頭にいるときすぐ後ろにいるウマ娘の速度がわずかに下がる＜ダート＞,120,白,,,,,500,174,,,,ground_type==2&accumulatetime>=10&phase==0&order<=1&bashin_diff_behind<=1,1位以上,1位以上,現在速度,0.15,,,,,3,,,,,,,,,,,,,,202352|土煙
202361,,#REF!,油断大敵,レース後半に息を入れたウマ娘を萎縮させる＜ダート＞,180,金,,,圧迫感,,500,508,,,,ground_type==2&distance_rate>=50&is_other_character_activate_advantage_skill==9,,,現在速度,0.25,,,,,3,,,,,,,,,,,,,,202361|油断大敵
202362,,#REF!,圧迫感,レース後半に息を入れたウマ娘をわずかに萎縮させる＜ダート＞,180,白,,,,,500,217,,,,ground_type==2&distance_rate>=50&is_other_character_activate_advantage_skill==9,,,現在速度,0.15,,,,,3,,,,,,,,,,,,,,202362|圧迫感
202371,,#REF!,アンストッパブル,レース中盤に速度が上がる＜作戦・先行＞,180,金,,,攻めの姿勢,,500,508,,,,phase_random==1&running_style==2,,,目標速度,0.35,,,,,2.4,,,,,,,,,,,,,,202371|アンストッパブル
202372,,#REF!,攻めの姿勢,レース中盤に速度がわずかに上がる＜作戦・先行＞,180,白,,,,,500,217,,,,phase_random==1&running_style==2,,,目標速度,0.15,,,,,2.4,,,,,,,,,,,,,,202372|攻めの姿勢
202381,,#REF!,ブレイクスルー,レース中盤に後方にいると速度が上がりコース取りがうまくなる＜作戦・追込＞,180,金,,,打開策,,500,508,,,,phase_random==1&running_style==4&order_rate>=50,5位以下,6位以下,目標速度,0.35,レーン移動,0.035,,,2.4,,,,,,,,,,,,,,202381|ブレイクスルー
202382,,#REF!,打開策,レース中盤に後方にいると速度がわずかに上がり、コース取りがわずかにうまくなる＜作戦・追込＞,180,白,,,,,500,217,,,,phase_random==1&running_style==4&order_rate>=50,5位以下,6位以下,目標速度,0.15,レーン移動,0.015,,,2.4,,,,,,,,,,,,,,202382|打開策
202391,,#REF!,出力1000％！,レース中盤始めの方に持久力をすごく使って速度をすごく上げる＜作戦・逃げ＞,180,金,,,しゃかりき,,500,508,,,,phase_firsthalf_random==1&running_style==1,,,目標速度,0.45,回復,-0.04,,,2.7,,,,,,,,,,,,,,202391|出力1000％！
202392,,#REF!,しゃかりき,レース中盤始めの方に持久力をすごく使って速度を少し上げる＜作戦・逃げ＞,180,白,,,,,500,217,,,,phase_firsthalf_random==1&running_style==1,,,目標速度,0.25,回復,-0.04,,,2.7,,,,,,,,,,,,,,202392|しゃかりき
202401,,#REF!,電光石火,レース終盤に後方で追い抜こうとすると加速力が上がる＜短距離/マイル＞,180,金,,,一足飛び,,500,508,,,,distance_type==1&phase>=2&order_rate>=50&is_overtake==1@distance_type==2&phase>=2&order_rate>=50&is_overtake==1,5位以下,6位以下,加速,0.4,,,,,2,,,,,,,,,,,,,,202401|電光石火
202402,,#REF!,一足飛び,レース終盤に後方で追い抜こうとすると加速力がわずかに上がる＜短距離/マイル＞,180,白,,,,,500,217,,,,distance_type==1&phase>=2&order_rate>=50&is_overtake==1@distance_type==2&phase>=2&order_rate>=50&is_overtake==1,5位以下,6位以下,加速,0.2,,,,,2,,,,,,,,,,,,,,202402|一足飛び
202411,,#REF!,風雲の志,レース終盤目前、2番手以降に控えて先頭から2バ身以内だとしばらくの間速度が少し上がる＜作戦・先行＞,180,金,,,向上心,,500,508,,,,running_style==2&order>=2&distance_diff_top<=5&distance_rate>=60&phase==1,2位以下,2位以下,目標速度,0.25,,,,,4,,,,,,,,,,,,,,202411|風雲の志
202412,,#REF!,向上心,レース終盤目前、2番手以降に控えて先頭から2バ身以内だとしばらくの間速度がちょっと上がる＜作戦・先行＞,180,白,,,,,500,217,,,,running_style==2&order>=2&distance_diff_top<=5&distance_rate>=60&phase==1,2位以下,2位以下,目標速度,0.05,,,,,4,,,,,,,,,,,,,,202412|向上心
202421,,#REF!,無我夢中,ラストスパートで中団以降にいると持久力を少し使って加速力が上がる＜差し・長距離＞,180,金,,,がむしゃら,,500,508,,,,distance_type==4&running_style==3&is_lastspurt==1&order_rate>=40,4位以下,5位以下,加速,0.4,回復,-0.02,,,1.5,,,,,,,,,,,,,,202421|無我夢中
202422,,#REF!,がむしゃら,ラストスパートで中団以降にいると持久力を少し使って加速力がわずかに上がる＜差し・長距離＞,180,白,,,,,500,217,,,,distance_type==4&running_style==3&is_lastspurt==1&order_rate>=40,4位以下,5位以下,加速,0.2,回復,-0.02,,,1.5,,,,,,,,,,,,,,202422|がむしゃら
202431,,#REF!,快進撃,終盤が迫ったとき先頭にいるか先頭から4バ身以内だと速度と加速力が少し上がる＜先行・中距離＞,170,金,,,確かな足取り,,500,508,,,,distance_type==3&running_style==2&phase_laterhalf_random==1&distance_diff_top<=10,,,目標速度,0.25,加速,0.3,,,3,,,,,,,,,,,,,,202431|快進撃
202432,,#REF!,確かな足取り,終盤が迫ったとき先頭にいるか先頭から4バ身以内だと速度と加速力がちょっと上がる＜先行・中距離＞,170,白,,,,,500,217,,,,distance_type==3&running_style==2&phase_laterhalf_random==1&distance_diff_top<=10,,,目標速度,0.05,加速,0.1,,,3,,,,,,,,,,,,,,202432|確かな足取り
202441,,#REF!,勝負師,レースでたまにさらなる力を発揮しスピード、パワー、根性がすごく上がる人気が低いと力を発揮しやすくなる,180,金,,,やまっけ,○,,508,,,,popularity<=3&random_lot==30,,,緑(スピ),80,緑(パワ),80,緑(根性),80,-0.0001,,,,popularity>=4&random_lot==60,,,緑(スピ),80,緑(パワ),80,緑(根性),80,-0.0001,202441|勝負師
202442,,#REF!,やまっけ,レースでごくまれにさらなる力を発揮しスピード、パワー、根性が少し上がる人気が低いと力を発揮しやすくなる,180,白,,,,○,,217,,,,popularity<=3&random_lot==15,,,緑(スピ),40,緑(パワ),40,緑(根性),40,-0.0001,,,,popularity>=4&random_lot==30,,,緑(スピ),40,緑(パワ),40,緑(根性),40,-0.0001,202442|やまっけ
202451,,#REF!,トップギア,最終直線で2番手以降で先頭から4バ身以内にいると速度がすごく上がる＜作戦・差し＞,180,金,,,キレる脚,,500,508,,,,running_style==3&is_last_straight==1&order>=2&distance_diff_top<=10,2位以下,2位以下,目標速度,0.45,,,,,2.4,,,,,,,,,,,,,,202451|トップギア
202452,,#REF!,キレる脚,最終直線で2番手以降で先頭から4バ身以内にいると速度が少し上がる＜作戦・差し＞,180,白,,,,,500,217,,,,running_style==3&is_last_straight==1&order>=2&distance_diff_top<=10,2位以下,2位以下,目標速度,0.25,,,,,2.4,,,,,,,,,,,,,,202452|キレる脚
202461,,#REF!,踏ませぬ影,最終直線で先頭のとき後ろ1バ身以内にウマ娘がいると速度がすごく上がる＜作戦・逃げ＞,180,金,,,粘り腰,,500,508,,,,running_style==1&is_last_straight==1&order==1&bashin_diff_behind<=1,1位,1位,目標速度,0.45,,,,,2.4,,,,,,,,,,,,,,202461|踏ませぬ影
202462,,#REF!,粘り腰,最終直線で先頭のとき後ろ1バ身以内にウマ娘がいると速度が少し上がる＜作戦・逃げ＞,180,白,,,,,500,217,,,,running_style==1&is_last_straight==1&order==1&bashin_diff_behind<=1,1位,1位,目標速度,0.25,,,,,2.4,,,,,,,,,,,,,,202462|粘り腰
202471,,#REF!,猛追,レース後半に追い抜こうとすると速度が上がる＜先行/差し＞,180,金,,,食らいつき,,500,508,,,,running_style==2&distance_rate>=50&is_overtake==1@running_style==3&distance_rate>=50&is_overtake==1,,,目標速度,0.35,,,,,2.4,,,,,,,,,,,,,,202471|猛追
202472,,#REF!,食らいつき,レース後半に追い抜こうとすると速度がわずかに上がる＜先行/差し＞,180,白,,,,,500,217,,,,running_style==2&distance_rate>=50&is_overtake==1@running_style==3&distance_rate>=50&is_overtake==1,,,目標速度,0.15,,,,,2.4,,,,,,,,,,,,,,202472|食らいつき
202481,,#REF!,怪物,レース終盤目前に先頭か先頭から4バ身以内につけると、レース終盤に加速力が上がる＜先行・長距離＞,180,金,,,本領発揮,,500,508,distance_diff_top<=10&distance_rate>=60&phase==1,,,distance_type==4&running_style==2&phase==2,,,加速,0.4,,,,,1.2,,,,,,,,,,,,,,202481|怪物
202482,,#REF!,本領発揮,レース終盤目前に先頭か先頭から4バ身以内につけると、レース終盤に加速力がわずかに上がる＜先行・長距離＞,180,白,,,,,500,217,distance_diff_top<=10&distance_rate>=60&phase==1,,,distance_type==4&running_style==2&phase==2,,,加速,0.2,,,,,1.2,,,,,,,,,,,,,,202482|本領発揮
202491,,#REF!,抜群の切れ味,レース終盤突入時まで掛からず後方に控え続けていると、終盤始めの方で加速力が上がる＜作戦・追込＞,180,金,,,切れ味,,500,508,distance_rate>=66&order_rate_out50_continue==1&temptation_count==0,5位以下維持,6位以下維持,running_style==4&phase_firsthalf_random==2,,,加速,0.4,,,,,1.2,,,,,,,,,,,,,,202491|抜群の切れ味
202492,,#REF!,切れ味,レース終盤突入時まで掛からず後方に控え続けていると、終盤始めの方で加速力がわずかに上がる＜作戦・追込＞,180,白,,,,,500,217,distance_rate>=66&order_rate_out50_continue==1&temptation_count==0,5位以下維持,6位以下維持,running_style==4&phase_firsthalf_random==2,,,加速,0.2,,,,,1.2,,,,,,,,,,,,,,202492|切れ味
202501,,#REF!,遮二無二,レース終盤が迫ったとき前方にいると速度が上がる＜マイル＞,180,金,,,向こう見ず,,500,508,,,,distance_type==2&phase_laterhalf_random==1&order_rate<=50,5位以上,6位以上,目標速度,0.35,,,,,2.4,,,,,,,,,,,,,,202501|遮二無二
202502,,#REF!,向こう見ず,レース終盤が迫ったとき前方にいると速度がわずかに上がる＜マイル＞,180,白,,,,,500,217,,,,distance_type==2&phase_laterhalf_random==1&order_rate<=50,5位以上,6位以上,目標速度,0.15,,,,,2.4,,,,,,,,,,,,,,202502|向こう見ず
202511,,#REF!,1番人気でヤバたん,新聞を読んで意気込んでしまい、少し掛かりやすくなる,0,白,,,,○,,-174,,,,always==1,,,掛かり率アップ,10,,,,,-0.0001,,,,,,,,,,,,,,202511|1番人気でヤバたん
202521,,#REF!,天衣無縫,最終コーナー前の第3コーナーで後ろの方にいると前に出る＜中距離/長距離＞,180,金,,,型破り,,500,508,,,,distance_type==3&corner_random==3&order_rate>=50@distance_type==4&corner_random==3&order_rate>=50,5位以下,6位以下,現在速度,0.35,,,,,3,,,,,,,,,,,,,,202521|天衣無縫
202522,,#REF!,型破り,最終コーナー前の第3コーナーで後ろの方にいるとわずかに前に出る＜中距離/長距離＞,180,白,,,,,500,217,,,,distance_type==3&corner_random==3&order_rate>=50@distance_type==4&corner_random==3&order_rate>=50,5位以下,6位以下,現在速度,0.15,,,,,3,,,,,,,,,,,,,,202522|型破り
202531,,#REF!,優位形成,レース中盤に速度が上がる＜マイル/中距離＞,180,金,,,しとやかな足取り,,500,508,,,,distance_type==2&phase_random==1@distance_type==3&phase_random==1,,,目標速度,0.35,,,,,2.4,,,,,,,,,,,,,,202531|優位形成
202532,,#REF!,しとやかな足取り,レース中盤に速度がわずかに上がる＜マイル/中距離＞,180,白,,,,,500,217,,,,distance_type==2&phase_random==1@distance_type==3&phase_random==1,,,目標速度,0.15,,,,,2.4,,,,,,,,,,,,,,202532|しとやかな足取り
202541,,#REF!,威風堂々,最終コーナーで中団以降だと前後3人ずつの速度をわずかに下げ自分の速度を上げる＜作戦・差し＞,190,金,,,プレッシャー,,500,508,,,,running_style==3&order_rate>=40&is_finalcorner_random==1,4位以下,5位以下,目標速度,0.35,現在速度,0.15,現在速度,0.15,1.8,,,,,,,,,,,,,,202541|威風堂々
202542,,#REF!,プレッシャー,最終コーナーで中団以降だと前後3人ずつの速度をほんのわずかに下げ、自分の速度をわずかに上げる＜作戦・差し＞,190,白,,,,,500,217,,,,running_style==3&order_rate>=40&is_finalcorner_random==1,4位以下,5位以下,目標速度,0.15,現在速度,0.035,現在速度,0.035,1.8,,,,,,,,,,,,,,202542|プレッシャー
202551,,#REF!,神速,レース後半のどこかで前に出て持久力をわずかに回復する,200,金,,,快速,,500,633,,,,distance_rate_after_random==50,,,現在速度,0.35,回復,0.015,,,3,,,,,,,,,,,,,,202551|神速
202552,,#REF!,快速,レース後半のどこかでわずかに前に出て持久力をほんのわずかに回復する,200,白,,,,,500,263,,,,distance_rate_after_random==50,,,現在速度,0.15,回復,0.0035,,,3,,,,,,,,,,,,,,202552|快速
202561,,#REF!,一発必中,レース終盤が迫ったとき後方にいると速度が上がる＜長距離＞,160,金,,,ロックオン,,500,508,,,,distance_type==4&phase_laterhalf_random==1&order_rate>=50,5位以下,6位以下,目標速度,0.35,,,,,2.4,,,,,,,,,,,,,,202561|一発必中
202562,,#REF!,ロックオン,レース終盤が迫ったとき後方にいると速度がわずかに上がる＜長距離＞,160,白,,,,,500,217,,,,distance_type==4&phase_laterhalf_random==1&order_rate>=50,5位以下,6位以下,目標速度,0.15,,,,,2.4,,,,,,,,,,,,,,202562|ロックオン
202571,,#REF!,未来を拓く奇跡,更なる奇跡を起こすべくレース終盤に加速力が上がる＜短距離＞,,金,,,,,500,508,,,,distance_type==1&phase_random==2,,,加速,0.4,,,,,1.8,,,,,,,,,,,,,,202571|未来を拓く奇跡
202581,,#REF!,脱兎の先へ,レース中盤に持久力を回復しさらに速度が少し上がる＜長距離＞,200,金,,,脇目も振らず,,500,633,,,,distance_type==4&phase_random==1,,,回復,0.055,目標速度,0.25,,,2.4,,,,,,,,,,,,,,202581|脱兎の先へ
202582,,#REF!,脇目も振らず,レース中盤に持久力をわずかに回復しさらに速度がちょっと上がる＜長距離＞,200,白,,,,,500,263,,,,distance_type==4&phase_random==1,,,回復,0.015,目標速度,0.05,,,2.4,,,,,,,,,,,,,,202582|脇目も振らず
202591,,#REF!,一気呵成,レース終盤始めの方で余力十分なら前に出る＜差し・長距離＞,160,金,,,大急ぎ,,500,508,,,,distance_type==4&running_style==3&phase_firsthalf_random==2&lastspurt==2,,,現在速度,0.35,,,,,3,,,,,,,,,,,,,,202591|一気呵成
202592,,#REF!,大急ぎ,レース終盤始めの方で余力十分ならわずかに前に出る＜差し・長距離＞,160,白,,,,,500,217,,,,distance_type==4&running_style==3&phase_firsthalf_random==2&lastspurt==2,,,現在速度,0.15,,,,,3,,,,,,,,,,,,,,202592|大急ぎ
202601,,#REF!,ルミネセンス,レース中にスキルを13回発動すると前に出る＜中距離＞,160,金,,,イグニッション,,500,508,,,,distance_type==3&activate_count_all>=13,,,現在速度,0.35,,,,,2.4,,,,,,,,,,,,,,202601|ルミネセンス
202602,,#REF!,イグニッション,レース中にスキルを13回発動するとわずかに前に出る＜中距離＞,160,白,,,,,500,217,,,,distance_type==3&activate_count_all>=13,,,現在速度,0.15,,,,,2.4,,,,,,,,,,,,,,202602|イグニッション
202612,,#REF!,溢れる情熱,レース中盤が迫ったとき中団以降にいると速度がわずかに上がる＜作戦・差し＞,180,白,,,,,500,217,,,,running_style==3&phase_laterhalf_random==0&order_rate>=40,4位以下,5位以下,目標速度,0.15,,,,,2.4,,,,,,,,,,,,,,202612|溢れる情熱
202621,,#REF!,突撃魂,レース終盤が迫ったとき中団以降にいると速度が上がる＜作戦・差し＞,180,金,,,進出開始,,500,508,,,,running_style==3&phase_laterhalf_random==1&order_rate>=40,4位以下,5位以下,目標速度,0.35,,,,,2.4,,,,,,,,,,,,,,202621|突撃魂
202622,,#REF!,進出開始,レース終盤が迫ったとき中団以降にいると速度がわずかに上がる＜作戦・差し＞,180,白,,,,,500,217,,,,running_style==3&phase_laterhalf_random==1&order_rate>=40,4位以下,5位以下,目標速度,0.15,,,,,2.4,,,,,,,,,,,,,,202622|進出開始
202641,,#REF!,千里の道,レース中盤に中団にいるとしばらくの間速度が少し上がる＜作戦・差し＞,180,金,,,一歩から,,500,508,,,,running_style==3&phase_random==1&order_rate>=40&order_rate<=90,4～8位,5～11位,目標速度,0.25,,,,,4,,,,,,,,,,,,,,202641|千里の道
202642,,#REF!,一歩から,レース中盤に中団にいるとしばらくの間速度がちょっと上がる＜作戦・差し＞,180,白,,,,,500,217,,,,running_style==3&phase_random==1&order_rate>=40&order_rate<=90,4～8位,5～11位,目標速度,0.05,,,,,4,,,,,,,,,,,,,,202642|一歩から
202651,,#REF!,雲蒸竜変,スピードとパワーが十分に強いとスピードとパワーが上がる＜マイル/中距離＞,180,金,,,自信家,○,,508,,,,base_speed>=1000&base_power>=1000&distance_type==2@base_speed>=1000&base_power>=1000&distance_type==3,,,緑(スピ),60,緑(パワ),60,,,-0.0001,,,,,,,,,,,,,,202651|雲蒸竜変
202652,,#REF!,自信家,スピードとパワーが十分に強いとスピードとパワーがわずかに上がる＜マイル/中距離＞,180,白,,,,○,,217,,,,base_speed>=1000&base_power>=1000&distance_type==2@base_speed>=1000&base_power>=1000&distance_type==3,,,緑(スピ),20,緑(パワ),20,,,-0.0001,,,,,,,,,,,,,,202652|自信家
202661,,#REF!,昂る鼓動,レース終盤始めの方に中団にいると前に出る＜中距離/長距離＞,180,金,,,込み上げる熱,,500,508,,,,distance_type==3&phase_firsthalf_random==2&order_rate>=30&order_rate<=80@distance_type==4&phase_firsthalf_random==2&order_rate>=30&order_rate<=80,3～7位,4～10位,現在速度,0.35,,,,,3,,,,,,,,,,,,,,202661|昂る鼓動
202662,,#REF!,込み上げる熱,レース終盤始めの方に中団にいるとわずかに前に出る＜中距離/長距離＞,180,白,,,,,500,217,,,,distance_type==3&phase_firsthalf_random==2&order_rate>=30&order_rate<=80@distance_type==4&phase_firsthalf_random==2&order_rate>=30&order_rate<=80,3～7位,4～10位,現在速度,0.15,,,,,3,,,,,,,,,,,,,,202662|込み上げる熱
202671,,#REF!,ハイボルテージ,レース終盤始めの方で前方にいると加速力が上がる＜マイル＞,160,金,,,心弾んで,,500,508,,,,distance_type==2&phase_firsthalf_random==2&order_rate<=50,5位以上,6位以上,加速,0.4,,,,,1.8,,,,,,,,,,,,,,202671|ハイボルテージ
202672,,#REF!,心弾んで,レース終盤始めの方で前方にいると加速力がわずかに上がる＜マイル＞,160,白,,,,,500,217,,,,distance_type==2&phase_firsthalf_random==2&order_rate<=50,5位以上,6位以上,加速,0.2,,,,,1.8,,,,,,,,,,,,,,202672|心弾んで
202681,,#REF!,ブチ☆アゲ↑バイブス,レース中盤に速度が上がりさらに持久力を少し回復する＜長距離＞,200,金,,,バイブス上昇,,500,633,,,,distance_type==4&phase_random==1,,,目標速度,0.35,回復,0.035,,,2.4,,,,,,,,,,,,,,202681|ブチ☆アゲ↑バイブス
202682,,#REF!,バイブス上昇,レース中盤に速度がわずかに上がりさらに持久力をちょっと回復する＜長距離＞,200,白,,,,,500,263,,,,distance_type==4&phase_random==1,,,目標速度,0.15,回復,0.005,,,2.4,,,,,,,,,,,,,,202682|バイブス上昇
202691,,#REF!,誰より前へ！,スタート時に加速力が上がる＜中距離＞,120,金,,,一番乗り,,500,334,,,,distance_type==3&phase==0,,,加速,0.4,,,,,1.5,,,,,,,,,,,,,,202691|誰より前へ！
202692,,#REF!,一番乗り,スタート時に加速力がわずかに上がる＜中距離＞,120,白,,,,,500,217,,,,distance_type==3&phase==0,,,加速,0.2,,,,,1.5,,,,,,,,,,,,,,202692|一番乗り
202701,,#REF!,シンギュラリティ,スピードが十二分に高いとスピードが上がる、賢さも十二分ならスピードがすごく上がる＜先行・中距離＞,120,金,,,探求心,○,,461,,,,running_style==2&distance_type==3&base_speed>=1200&base_wiz>=1200,,,緑(スピ),80,,,,,-0.0001,,,,running_style==2&distance_type==3&base_speed>=1200&base_wiz<1200,,,緑(スピ),60,,,,,-0.0001,202701|シンギュラリティ
202702,,#REF!,探求心,スピードが十二分に高いとスピードがわずかに上がる、賢さも十二分ならスピードが少し上がる＜先行・中距離＞,120,白,,,,○,,174,,,,running_style==2&distance_type==3&base_speed>=1200&base_wiz>=1200,,,緑(スピ),40,,,,,-0.0001,,,,running_style==2&distance_type==3&base_speed>=1200&base_wiz<1200,,,緑(スピ),20,,,,,-0.0001,202702|探求心
202711,,#REF!,王手,終盤の最終コーナーで中団以前にいる時ゴールまで遠いと加速力が上がる＜先行/差し＞,180,金,,,会心の一歩,,500,508,,,,running_style==2&phase>=2&is_finalcorner==1&corner!=0&remain_distance>=600&order_rate<=70@running_style==3&phase>=2&is_finalcorner==1&corner!=0&remain_distance>=600&order_rate<=70,6位以上,8位以上,加速,0.4,,,,,0.9,,,,,,,,,,,,,,202711|王手
202712,,#REF!,会心の一歩,終盤の最終コーナーで中団以前にいる時ゴールまで遠いと加速力がわずかに上がる＜先行/差し＞,180,白,,,,,500,217,,,,running_style==2&phase>=2&is_finalcorner==1&corner!=0&remain_distance>=600&order_rate<=70@running_style==3&phase>=2&is_finalcorner==1&corner!=0&remain_distance>=600&order_rate<=70,6位以上,8位以上,加速,0.2,,,,,0.9,,,,,,,,,,,,,,202712|会心の一歩
202721,,#REF!,ネバーギブアップ,レース中盤のコーナーでしばらくの間速度が少し上がる,180,金,,,折れない心,,500,508,,,,phase_corner_random==1,,,目標速度,0.25,,,,,4,,,,,,,,,,,,,,202721|ネバーギブアップ
202722,,#REF!,折れない心,レース中盤のコーナーでしばらくの間速度がちょっと上がる,180,白,,,,,500,217,,,,phase_corner_random==1,,,目標速度,0.05,,,,,4,,,,,,,,,,,,,,202722|折れない心
202731,,#REF!,ロンシャンレース場◎,ロンシャンレース場が得意になる,90,白,,,ロンシャンレース場○,○,,174,,,,track_id==10201,,,緑(スタ),60,,,,,-0.0001,,,,,,,,,,,,,,202731|ロンシャンレース場◎
202732,,#REF!,ロンシャンレース場○,ロンシャンレース場が少し得意になる,70,白,,,,○,,129,,,,track_id==10201,,,緑(スタ),40,,,,,-0.0001,,,,,,,,,,,,,,202732|ロンシャンレース場○
202733,,#REF!,ロンシャンレース場×,ロンシャンレース場が少し苦手になる,40,白,,,,○,,-129,,,,track_id==10201,,,緑(スタ),-40,,,,,-0.0001,,,,,,,,,,,,,,202733|ロンシャンレース場×
202734,,#REF!,ロンシャンの申し子,ロンシャンレース場が得意になりスタミナ、賢さ、スピードが上昇する,130,金,,,ロンシャンレース場◎,○,,461,,,,track_id==10201,,,緑(スタ),60,緑(賢さ),60,緑(スピ),60,-0.0001,,,,,,,,,,,,,,202734|ロンシャンの申し子
202741,,#REF!,十全十美,最終コーナー前の第3コーナーで前の方にいると前に出る＜マイル/中距離＞,180,金,,,品行方正,,500,508,,,,distance_type==2&corner_random==3&order_rate<=50@distance_type==3&corner_random==3&order_rate<=50,5位以上,6位以上,現在速度,0.35,,,,,3,,,,,,,,,,,,,,202741|十全十美
202742,,#REF!,品行方正,最終コーナー前の第3コーナーで前の方にいるとわずかに前に出る＜マイル/中距離＞,180,白,,,,,500,217,,,,distance_type==2&corner_random==3&order_rate<=50@distance_type==3&corner_random==3&order_rate<=50,5位以上,6位以上,現在速度,0.15,,,,,3,,,,,,,,,,,,,,202742|品行方正
202751,,#REF!,気骨稜稜,レース終盤が迫ったとき中団以降だと速度が上がる＜短距離＞,160,金,,,ひたむき前進,,500,508,,,,distance_type==1&phase_laterhalf_random==1&order_rate>=40,4位以下,5位以下,目標速度,0.35,,,,,2.4,,,,,,,,,,,,,,202751|気骨稜稜
202752,,#REF!,ひたむき前進,レース終盤が迫ったとき中団以降だと速度がわずかに上がる＜短距離＞,160,白,,,,,500,217,,,,distance_type==1&phase_laterhalf_random==1&order_rate>=40,4位以下,5位以下,目標速度,0.15,,,,,2.4,,,,,,,,,,,,,,202752|ひたむき前進
202761,,#REF!,かっとばせ！,レース中盤に前の方にいるとしばらくの間速度が少し上がる＜作戦・先行＞,180,金,,,勝利に向かって,,500,508,,,,running_style==2&phase_random==1&order_rate<=50,5位以上,6位以上,目標速度,0.25,,,,,4,,,,,,,,,,,,,,202761|かっとばせ！
202762,,#REF!,勝利に向かって,レース中盤に前の方にいるとしばらくの間速度がちょっと上がる＜作戦・先行＞,180,白,,,,,500,217,,,,running_style==2&phase_random==1&order_rate<=50,5位以上,6位以上,目標速度,0.05,,,,,4,,,,,,,,,,,,,,202762|勝利に向かって
202772,,#REF!,狙いを定めて,レース終盤始めの方早めに前の方にいると加速力がわずかに上がる＜先行・長距離＞,160,白,,,,,500,217,,,,running_style==2&distance_type==4&phase_firstquarter_random==2&order_rate<=50,5位以上,6位以上,加速,0.2,,,,,1.2,,,,,,,,,,,,,,202772|狙いを定めて
202791,,#REF!,時中の妙,レース中盤に速度が上がる,160,金,,,中盤巧者,,500,508,,,,phase_random==1,,,目標速度,0.35,,,,,1.8,,,,,,,,,,,,,,202791|時中の妙
202792,,#REF!,中盤巧者,レース中盤に速度がわずかに上がる,160,白,,,,,500,217,,,,phase_random==1,,,目標速度,0.15,,,,,1.8,,,,,,,,,,,,,,202792|中盤巧者
202801,,#REF!,機先の勝負,レース中盤が迫ったとき速度が上がる,160,金,,,序盤巧者,,500,508,,,,phase_laterhalf_random==0,,,目標速度,0.35,,,,,1.8,,,,,,,,,,,,,,202801|機先の勝負
202802,,#REF!,序盤巧者,レース中盤が迫ったとき速度がわずかに上がる,160,白,,,,,500,217,,,,phase_laterhalf_random==0,,,目標速度,0.15,,,,,1.8,,,,,,,,,,,,,,202802|序盤巧者
202811,,#REF!,画竜点睛,レース終盤始めの方で余力十分なら前に出る＜逃げ・長距離＞,160,金,,,大詰め,,500,508,,,,distance_type==4&running_style==1&phase_firsthalf_random==2&lastspurt==2,,,現在速度,0.35,,,,,3,,,,,,,,,,,,,,202811|画竜点睛
202812,,#REF!,大詰め,レース終盤始めの方で余力十分ならわずかに前に出る＜逃げ・長距離＞,160,白,,,,,500,217,,,,distance_type==4&running_style==1&phase_firsthalf_random==2&lastspurt==2,,,現在速度,0.15,,,,,3,,,,,,,,,,,,,,202812|大詰め
202821,,#REF!,万里一空,ラストスパートの直線で前の方だと加速力が上がる＜逃げ・長距離＞,170,金,,,迷いなし,,500,508,,,,distance_type==4&running_style==1&is_lastspurt==1&corner==0&order<=3,3位以上,3位以上,加速,0.4,,,,,0.9,,,,,,,,,,,,,,202821|万里一空
202822,,#REF!,迷いなし,ラストスパートの直線で前の方だと加速力がわずかに上がる＜逃げ・長距離＞,170,白,,,,,500,217,,,,distance_type==4&running_style==1&is_lastspurt==1&corner==0&order<=3,3位以上,3位以上,加速,0.2,,,,,0.9,,,,,,,,,,,,,,202822|迷いなし
202831,,#REF!,コール&レスポンス,レース中盤にスキルを発動すると速度が少し上がるその後レース終盤にスキルを発動すると少し前に出る＜ダート＞,200,金,,,二段構え,,500,633,,,,ground_type==2&phase==1&is_activate_any_skill==1,,,目標速度,0.25,,,,,2.4,,,,is_activate_other_skill_detail==1&phase>=2&is_activate_any_skill==1,,,現在速度,0.25,,,,,2.4,202831|コール&レスポンス
202832,,#REF!,二段構え,レース中盤にスキルを発動すると速度がちょっと上がるその後レース終盤にスキルを発動するとちょっと前に出る＜ダート＞,200,白,,,,,500,263,,,,ground_type==2&phase==1&is_activate_any_skill==1,,,目標速度,0.05,,,,,2.4,,,,is_activate_other_skill_detail==1&phase>=2&is_activate_any_skill==1,,,現在速度,0.05,,,,,2.4,202832|二段構え
